MSN,Timestamp,Workload Energy Consumption (kWh),Description,Unit,Column_Order,Value
SOICBUS,200812,0.008206331,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.028
,,,,,,
SOICBUS,200901,0.008792497,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.03
SOICBUS,200902,0.009671747,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.033
SOICBUS,200903,0.013188746,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.045
SOICBUS,200904,0.014654162,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.05
SOICBUS,200905,0.016119578,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.055
SOICBUS,200906,0.016119578,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.055
SOICBUS,200907,0.016998828,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.058
SOICBUS,200908,0.016705744,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.057
SOICBUS,200909,0.015240328,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.052
SOICBUS,200910,0.014067995,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.048
SOICBUS,200911,0.011430246,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.039
SOICBUS,200912,0.01084408,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.037
,,,,,,
SOICBUS,201001,0.013481829,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.046
SOICBUS,201002,0.014654162,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.05
SOICBUS,201003,0.020222743,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.069
SOICBUS,201004,0.022274326,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.076
SOICBUS,201005,0.024618992,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.084
SOICBUS,201006,0.024912075,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.085
SOICBUS,201007,0.026084408,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.089
SOICBUS,201008,0.025791325,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.088
SOICBUS,201009,0.023739742,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.081
SOICBUS,201010,0.021395076,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.073
SOICBUS,201011,0.017584994,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.06
SOICBUS,201012,0.016705744,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.057
,,,,,,
SOICBUS,201101,0.022274326,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.076
SOICBUS,201102,0.024032825,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.082
SOICBUS,201103,0.033411489,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.114
SOICBUS,201104,0.036928488,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.126
SOICBUS,201105,0.04073857,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.139
SOICBUS,201106,0.041324736,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.141
SOICBUS,201107,0.043083236,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.147
SOICBUS,201108,0.042790152,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.146
SOICBUS,201109,0.03898007,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.133
SOICBUS,201110,0.035463072,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.121
SOICBUS,201111,0.02901524,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.099
SOICBUS,201112,0.027549824,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.094
,,,,,,
SOICBUS,201201,0.037221571,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.127
SOICBUS,201202,0.040445487,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.138
SOICBUS,201203,0.055392732,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.189
SOICBUS,201204,0.061254396,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.209
SOICBUS,201205,0.067702227,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.231
SOICBUS,201206,0.068288394,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.233
SOICBUS,201207,0.072098476,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.246
SOICBUS,201208,0.071219226,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.243
SOICBUS,201209,0.065064478,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.222
SOICBUS,201210,0.059202814,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.202
SOICBUS,201211,0.048358734,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.165
SOICBUS,201212,0.045720985,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.156
,,,,,,
SOICBUS,201301,0.050117233,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.171
SOICBUS,201302,0.053927315,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.184
SOICBUS,201303,0.074443142,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.254
SOICBUS,201304,0.082356389,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.281
SOICBUS,201305,0.09056272,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.309
SOICBUS,201306,0.091735053,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.313
SOICBUS,201307,0.095838218,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.327
SOICBUS,201308,0.094958968,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.324
SOICBUS,201309,0.086752638,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.296
SOICBUS,201310,0.079132474,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.27
SOICBUS,201311,0.064771395,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.221
SOICBUS,201312,0.061547479,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.21
,,,,,,
SOICBUS,201401,0.062426729,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.213
SOICBUS,201402,0.066236811,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.226
SOICBUS,201403,0.094079719,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.321
SOICBUS,201404,0.102872216,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.351
SOICBUS,201405,0.113130129,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.386
SOICBUS,201406,0.114302462,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.39
SOICBUS,201407,0.118991794,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.406
SOICBUS,201408,0.117819461,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.402
SOICBUS,201409,0.107561547,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.367
SOICBUS,201410,0.101699883,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.347
SOICBUS,201411,0.081770223,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.279
SOICBUS,201412,0.075322392,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.257
,,,,,,
SOICBUS,201501,0.08059789,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.275
SOICBUS,201502,0.086166471,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.294
SOICBUS,201503,0.12133646,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.414
SOICBUS,201504,0.131594373,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.449
SOICBUS,201505,0.146248535,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.499
SOICBUS,201506,0.145955451,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.498
SOICBUS,201507,0.152110199,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.519
SOICBUS,201508,0.14947245,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.51
SOICBUS,201509,0.136869871,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.467
SOICBUS,201510,0.126611958,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.432
SOICBUS,201511,0.1014068,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.346
SOICBUS,201512,0.094372802,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.322
,,,,,,
SOICBUS,201601,0.114595545,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.391
SOICBUS,201602,0.126318875,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.431
SOICBUS,201603,0.173212192,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.591
SOICBUS,201604,0.188745604,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.644
SOICBUS,201605,0.208382181,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.711
SOICBUS,201606,0.208968347,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.713
SOICBUS,201607,0.216588511,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.739
SOICBUS,201608,0.212192263,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.724
SOICBUS,201609,0.192262603,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.656
SOICBUS,201610,0.176436108,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.602
SOICBUS,201611,0.14038687,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.479
SOICBUS,201612,0.128956624,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.44
,,,,,,
SOICBUS,201701,0.124267292,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.424
SOICBUS,201702,0.138921454,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.474
SOICBUS,201703,0.199882767,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.682
SOICBUS,201704,0.216881594,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.74
SOICBUS,201705,0.242672919,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.828
SOICBUS,201706,0.245896835,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.839
SOICBUS,201707,0.257033998,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.877
SOICBUS,201708,0.25087925,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.856
SOICBUS,201709,0.226846424,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.774
SOICBUS,201710,0.204279015,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.697
SOICBUS,201711,0.158264947,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.54
SOICBUS,201712,0.14038687,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.479
,,,,,,
SOICBUS,201801,0.148886284,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.508
SOICBUS,201802,0.157971864,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.539
SOICBUS,201803,0.224794842,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.767
SOICBUS,201804,0.245017585,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.836
SOICBUS,201805,0.271395076,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.926
SOICBUS,201806,0.273153576,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.932
SOICBUS,201807,0.281946073,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.962
SOICBUS,201808,0.273153576,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.932
SOICBUS,201809,0.246776084,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.842
SOICBUS,201810,0.223915592,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.764
SOICBUS,201811,0.176729191,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.603
SOICBUS,201812,0.15943728,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.544
,,,,,,
SOICBUS,201901,0.171746776,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.586
SOICBUS,201902,0.182590856,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.623
SOICBUS,201903,0.261137163,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.891
SOICBUS,201904,0.285756155,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.975
SOICBUS,201905,0.317116061,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.082
SOICBUS,201906,0.320339977,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.093
SOICBUS,201907,0.330890973,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.129
SOICBUS,201908,0.320339977,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.093
SOICBUS,201909,0.289273154,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.987
SOICBUS,201910,0.261430246,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.892
SOICBUS,201911,0.203399766,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.694
SOICBUS,201912,0.182883939,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.624
,,,,,,
SOICBUS,202001,0.196072685,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.669
SOICBUS,202002,0.217467761,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.742
SOICBUS,202003,0.299237984,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.021
SOICBUS,202004,0.324150059,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.106
SOICBUS,202005,0.360785463,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.231
SOICBUS,202006,0.366647128,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.251
SOICBUS,202007,0.382766706,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.306
SOICBUS,202008,0.36869871,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.258
SOICBUS,202009,0.330011723,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.126
SOICBUS,202010,0.2989449,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.02
SOICBUS,202011,0.232121923,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.792
SOICBUS,202012,0.208089097,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.71
,,,,,,
SOICBUS,202101,0.221570926,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.756
SOICBUS,202102,0.236811254,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.808
SOICBUS,202103,0.34056272,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.162
SOICBUS,202104,0.36957796,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.261
SOICBUS,202105,0.407678781,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.391
SOICBUS,202106,0.408851114,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.395
SOICBUS,202107,0.418815944,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.429
SOICBUS,202108,0.407385698,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.39
SOICBUS,202109,0.368991794,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.259
SOICBUS,202110,0.330890973,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.129
SOICBUS,202111,0.257033998,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.877
SOICBUS,202112,0.226260258,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.772
,,,,,,
SOICBUS,202201,0.242672919,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.828
SOICBUS,202202,0.259378664,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.885
SOICBUS,202203,0.368991794,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.259
SOICBUS,202204,0.400644783,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.367
SOICBUS,202205,0.440797186,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.504
SOICBUS,202206,0.445779601,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.521
SOICBUS,202207,0.457796014,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.562
SOICBUS,202208,0.44109027,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.505
SOICBUS,202209,0.394783118,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.347
SOICBUS,202210,0.357268464,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.219
SOICBUS,202211,0.273446659,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.933
SOICBUS,202212,0.241793669,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.825
,,,,,,
SOICBUS,202301,0.262895662,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.897
SOICBUS,202302,0.280480657,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.957
SOICBUS,202303,0.39947245,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.363
SOICBUS,202304,0.441676436,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.507
SOICBUS,202305,0.484759672,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.654
SOICBUS,202306,0.485052755,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.655
SOICBUS,202307,0.502051583,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.713
SOICBUS,202308,0.48007034,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.638
SOICBUS,202309,0.430539273,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.469
SOICBUS,202310,0.390973036,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.334
SOICBUS,202311,0.306271981,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,1.045
SOICBUS,202312,0.276084408,Solar Energy Consumed by the Industrial Sector,Trillion Btu,3,0.942
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
WYICBUS,198901,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198902,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198903,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198904,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198905,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198906,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198907,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198908,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198909,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198910,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198911,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,198912,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
,,,,,,
WYICBUS,199001,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199002,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199003,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199004,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199005,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199006,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199007,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199008,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199009,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199010,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199011,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199012,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
,,,,,,
WYICBUS,199101,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199102,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199103,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199104,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199105,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199106,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199107,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199108,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199109,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199110,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199111,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199112,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
,,,,,,
WYICBUS,199201,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199202,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199203,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199204,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199205,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199206,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199207,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199208,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199209,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199210,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199211,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199212,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
,,,,,,
WYICBUS,199301,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199302,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199303,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199304,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199305,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199306,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199307,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199308,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199309,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199310,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199311,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199312,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
,,,,,,
WYICBUS,199401,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
WYICBUS,199402,0.000293083,Wind Energy Consumed by the Industrial Sector,Trillion Btu,4,0.001
