MSN,Timestamp,Workload Energy Consumption (kWh),Description,Unit,Column_Order,Value
HVICBUS,197301,0.304806565,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.04
HVICBUS,197302,0.281946073,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.962
HVICBUS,197303,0.311840563,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.064
HVICBUS,197304,0.297772567,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.016
HVICBUS,197305,0.307444314,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.049
HVICBUS,197306,0.298358734,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.018
HVICBUS,197307,0.265533411,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.906
HVICBUS,197308,0.256447831,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.875
HVICBUS,197309,0.223915592,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.764
HVICBUS,197310,0.243845252,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.832
HVICBUS,197311,0.256740914,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.876
HVICBUS,197312,0.298358734,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.018
HVICBUS,197401,0.3007034,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.026
HVICBUS,197402,0.274618992,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.937
HVICBUS,197403,0.294255569,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.004
HVICBUS,197404,0.29073857,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.992
HVICBUS,197405,0.29982415,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.023
HVICBUS,197406,0.279308324,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.953
HVICBUS,197407,0.255275498,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.871
HVICBUS,197408,0.24003517,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.819
HVICBUS,197409,0.228898007,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.781
HVICBUS,197410,0.217467761,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.742
HVICBUS,197411,0.226553341,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.773
HVICBUS,197412,0.272274326,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.929
,,,,,,
HVICBUS,197501,0.298065651,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.017
HVICBUS,197502,0.265240328,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.905
HVICBUS,197503,0.27901524,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.952
HVICBUS,197504,0.278135991,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.949
HVICBUS,197505,0.29982415,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.023
HVICBUS,197506,0.274912075,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.938
HVICBUS,197507,0.240621336,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.821
HVICBUS,197508,0.216588511,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.739
HVICBUS,197509,0.218053927,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.744
HVICBUS,197510,0.23915592,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.816
HVICBUS,197511,0.239742087,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.818
HVICBUS,197512,0.256447831,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.875
,,,,,,
HVICBUS,197601,0.279601407,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.954
HVICBUS,197602,0.282239156,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.963
HVICBUS,197603,0.292203986,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.997
HVICBUS,197604,0.300117233,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.024
HVICBUS,197605,0.294255569,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.004
HVICBUS,197606,0.281946073,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.962
HVICBUS,197607,0.257033998,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.877
HVICBUS,197608,0.235345838,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.803
HVICBUS,197609,0.202227433,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.69
HVICBUS,197610,0.263481829,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.899
HVICBUS,197611,0.261430246,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.892
HVICBUS,197612,0.267291911,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.912
,,,,,,
HVICBUS,197701,0.293376319,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.001
HVICBUS,197702,0.214536928,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.732
HVICBUS,197703,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,197704,0.264067995,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.901
HVICBUS,197705,0.264654162,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.903
HVICBUS,197706,0.244138335,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.833
HVICBUS,197707,0.237983587,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.812
HVICBUS,197708,0.236811254,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.808
HVICBUS,197709,0.232708089,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.794
HVICBUS,197710,0.243552169,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.831
HVICBUS,197711,0.28898007,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.986
HVICBUS,197712,0.322391559,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.1
,,,,,,
HVICBUS,197801,0.272274326,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.929
HVICBUS,197802,0.241207503,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.823
HVICBUS,197803,0.267584994,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.913
HVICBUS,197804,0.274912075,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.938
HVICBUS,197805,0.312426729,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.066
HVICBUS,197806,0.272860492,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.931
HVICBUS,197807,0.265533411,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.906
HVICBUS,197808,0.24091442,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.822
HVICBUS,197809,0.23007034,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.785
HVICBUS,197810,0.211606096,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.722
HVICBUS,197811,0.216881594,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.74
HVICBUS,197812,0.239742087,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.818
,,,,,,
HVICBUS,197901,0.294548652,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.005
HVICBUS,197902,0.250293083,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.854
HVICBUS,197903,0.305099648,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.041
HVICBUS,197904,0.2989449,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.02
HVICBUS,197905,0.34056272,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.162
HVICBUS,197906,0.293962485,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.003
HVICBUS,197907,0.267878077,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.914
HVICBUS,197908,0.250293083,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.854
HVICBUS,197909,0.223329426,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.762
HVICBUS,197910,0.237397421,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.81
HVICBUS,197911,0.263188746,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.898
HVICBUS,197912,0.267584994,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.913
,,,,,,
HVICBUS,198001,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198002,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198003,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198004,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198005,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198006,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198007,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198008,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198009,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198010,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198011,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198012,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198101,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198102,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198103,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198104,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198105,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198106,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198107,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198108,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198109,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198110,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198111,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198112,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198201,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198202,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198203,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198204,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198205,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198206,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198207,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198208,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198209,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198210,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198211,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198212,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198301,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198302,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198303,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198304,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198305,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198306,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198307,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198308,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198309,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198310,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198311,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198312,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198401,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198402,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198403,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198404,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198405,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198406,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198407,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198408,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198409,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198410,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198411,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198412,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198501,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198502,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198503,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198504,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198505,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198506,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198507,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198508,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198509,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198510,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198511,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198512,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198601,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198602,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198603,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198604,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198605,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198606,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198607,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198608,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198609,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198610,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198611,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198612,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198701,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198702,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198703,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198704,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198705,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198706,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198707,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198708,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198709,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198710,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198711,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198712,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198801,0.291617819,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.995
HVICBUS,198802,0.246483001,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.841
HVICBUS,198803,0.280480657,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.957
HVICBUS,198804,0.296893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.013
HVICBUS,198805,0.332649472,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.135
HVICBUS,198806,0.31887456,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.088
HVICBUS,198807,0.281359906,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.96
HVICBUS,198808,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
HVICBUS,198809,0.213071512,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.727
HVICBUS,198810,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198811,0.221570926,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.756
HVICBUS,198812,0.235932005,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.805
,,,,,,
HVICBUS,198901,0.214830012,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.733
HVICBUS,198902,0.19109027,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.652
HVICBUS,198903,0.232415006,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.793
HVICBUS,198904,0.247362251,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.844
HVICBUS,198905,0.288100821,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.983
HVICBUS,198906,0.265826495,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.907
HVICBUS,198907,0.232708089,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.794
HVICBUS,198908,0.207209848,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.707
HVICBUS,198909,0.194314185,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.663
HVICBUS,198910,0.206037515,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.703
HVICBUS,198911,0.217467761,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.742
HVICBUS,198912,0.224208675,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.765
,,,,,,
HVICBUS,199001,0.247362251,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.844
HVICBUS,199002,0.256447831,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.875
HVICBUS,199003,0.294255569,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.004
HVICBUS,199004,0.269636577,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.92
HVICBUS,199005,0.285169988,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.973
HVICBUS,199006,0.293083236,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1
HVICBUS,199007,0.251465416,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.858
HVICBUS,199008,0.225087925,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.768
HVICBUS,199009,0.182883939,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.624
HVICBUS,199010,0.198417351,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.677
HVICBUS,199011,0.213950762,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.73
HVICBUS,199012,0.257327081,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.878
,,,,,,
HVICBUS,199101,0.264654162,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.903
HVICBUS,199102,0.226846424,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.774
HVICBUS,199103,0.266412661,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.909
HVICBUS,199104,0.264947245,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.904
HVICBUS,199105,0.292203986,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.997
HVICBUS,199106,0.264947245,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.904
HVICBUS,199107,0.25087925,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.856
HVICBUS,199108,0.223915592,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.764
HVICBUS,199109,0.19021102,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.649
HVICBUS,199110,0.182297773,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.622
HVICBUS,199111,0.190504103,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.65
HVICBUS,199112,0.225967175,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.771
,,,,,,
HVICBUS,199201,0.265826495,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.907
HVICBUS,199202,0.22098476,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.754
HVICBUS,199203,0.267878077,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.914
HVICBUS,199204,0.239742087,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.818
HVICBUS,199205,0.273153576,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.932
HVICBUS,199206,0.276084408,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.942
HVICBUS,199207,0.241500586,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.824
HVICBUS,199208,0.223622509,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.763
HVICBUS,199209,0.206623681,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.705
HVICBUS,199210,0.203106682,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.693
HVICBUS,199211,0.238862837,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.815
HVICBUS,199212,0.292203986,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.997
,,,,,,
HVICBUS,199301,0.266705744,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.91
HVICBUS,199302,0.215123095,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.734
HVICBUS,199303,0.251465416,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.858
HVICBUS,199304,0.272860492,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.931
HVICBUS,199305,0.314185229,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.072
HVICBUS,199306,0.285463072,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.974
HVICBUS,199307,0.252930832,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.863
HVICBUS,199308,0.214830012,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.733
HVICBUS,199309,0.186694021,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.637
HVICBUS,199310,0.186107855,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.635
HVICBUS,199311,0.194021102,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.662
HVICBUS,199312,0.23007034,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,0.785
,,,,,,
HVICBUS,199401,0.494138335,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.686
HVICBUS,199402,0.473622509,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.616
HVICBUS,199403,0.546893318,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.866
HVICBUS,199404,0.572391559,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.953
HVICBUS,199405,0.599941383,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,2.047
HVICBUS,199406,0.57971864,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.978
HVICBUS,199407,0.541324736,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.847
HVICBUS,199408,0.470398593,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu,1,1.605
